b0001,190,255,1
b0002,337,2799,1
b0003,2801,3733,1
b0004,3734,5020,1
b0005,5234,5530,1
b0006,5683,6459,-1
b0007,6529,7959,-1
b0008,8238,9191,1
b0009,9306,9893,1
b0010,9928,10494,-1
b0011,10643,11356,-1
b0013,11382,11786,-1
b0014,12163,14079,1
b0015,14168,15298,1
b0016,15445,16557,1
b0018,16751,16960,-1
b4412,16751,16903,-1
b0019,17489,18655,1
b0020,18715,19620,1
b0021,19811,20314,-1
b0022,20233,20508,-1
b0023,20815,21078,-1
b0024,21181,21399,1
b0025,21407,22348,1
b0026,22391,25207,1
b0027,25207,25701,1
b0028,25826,26275,1
b0029,26277,27227,1
b0030,27293,28207,1
b0031,28374,29195,1
b0032,29651,30799,1
b0033,30817,34038,1
b0034,34300,34695,1
b0035,34781,35371,-1
b0036,35377,36162,-1
b0037,36271,37824,-1
b0038,37898,39115,-1
b0039,39244,40386,-1
b0040,40417,41931,-1
b0041,42403,43173,1
b0042,43188,44129,1
b0043,44180,45466,1
b0044,45463,45750,1
b0045,45807,47138,1
b0046,47246,47776,1
b0047,47769,49631,1
b0048,49823,50302,1
b0049,50380,51222,-1
b0050,51229,51606,-1
b0051,51609,52430,-1
b0052,52427,53416,-1
b0053,53416,54702,-1
b0054,54755,57109,-1
b0055,57364,58179,1
b4659,58474,59269,1
b0058,59687,60346,-1
b0059,60358,63264,-1
b0060,63429,65780,-1
b0061,65855,66550,-1
b0062,66835,68337,-1
b0063,68348,70048,-1
b0064,70387,71265,1
b0065,71351,72115,1
b0066,72229,72927,-1
b0067,72911,74521,-1
b0068,74497,75480,-1
b0069,75644,77299,-1
b4662,77388,77519,1
b0070,77621,78799,1
b0071,78848,79453,-1
b0072,79464,80864,-1
b0073,80867,81958,-1
b0074,81958,83529,-1
b0075,83622,83708,-1
b0076,84368,85312,1
b0077,85630,87354,1
b0078,87357,87848,1
b0080,88028,89032,1
b0081,89634,90092,1
b0082,90094,91035,1
b0083,91032,91397,1
b0084,91413,93179,1
b0085,93166,94653,1
b0086,94650,96008,1
b0087,96002,97084,1
b0088,97087,98403,1
b0089,98403,99647,1
b0090,99644,100711,1
b0091,100765,102240,1
b0092,102233,103153,1
b0093,103155,103985,1
b0094,103982,105244,1
b0095,105305,106456,1
b0096,106557,107474,1
b0097,107705,108217,1
b0098,108279,110984,1
b0099,111044,111433,1
b0101,111649,111846,-1
b0102,111856,112599,-1
b0103,112599,113219,-1
b0104,113444,114487,1
b0106,114522,115724,-1
b0107,115714,117099,-1
b0108,117109,117549,-1
b0109,117752,118645,-1
b0110,118733,119284,1
b0111,119281,120135,1
b0112,120178,121551,-1
b0113,122092,122856,1
b0114,123017,125680,1
b0115,125695,127587,1
b0116,127912,129336,1
b0117,129407,131260,-1
b0118,131615,134212,1
b0119,134388,134750,1
b0120,134788,135582,-1
b0121,135598,136464,-1
b0122,136570,136917,-1
b0123,137083,138633,1
b0124,138835,141225,-1
b0125,141431,141967,1
b0126,142008,142670,-1
b0127,142779,143705,1
b0128,143702,144472,1
b0129,144577,145017,1
b0130,145081,146310,1
b0131,146314,146694,-1
b0132,146968,147870,1
b0133,147944,148795,-1
b0134,148807,149601,-1
b0135,149715,150953,-1
b0136,151003,151599,-1
b0137,151626,152231,-1
b0138,152243,152812,-1
b0139,152829,155426,-1
b0140,155461,156201,-1
b0141,156299,156883,-1
b0142,157253,157732,-1
b0143,157729,159126,-1
b0144,159186,160112,-1
b0145,160149,160604,-1
b0146,160782,161486,-1
b0147,161501,162031,-1
b0148,162105,164534,1
b0149,164730,167264,1
b0150,167484,169727,1
b0151,169778,170575,1
b0152,170575,171465,1
b0153,171462,173444,1
b0154,173602,174882,-1
b0155,175107,176528,1
b0156,176610,176954,1
b0157,177001,177624,-1
b0158,177662,178462,-1
b0159,178455,179153,-1
b0160,179237,180754,1
b0161,180884,182308,1
b0162,182463,183620,1
b0163,183709,184095,-1
b0164,184257,185069,-1
b0166,185123,185947,-1
b0167,185978,188650,-1
b0168,188712,189506,-1
b0169,189874,190599,1
b0170,190857,191708,1
b0171,191855,192580,1
b0172,192872,193429,1
b0173,193521,194717,1
b0174,194903,195664,1
b0175,195677,196534,1
b0176,196546,197898,1
b0177,197928,200360,1
b0178,200482,200967,1
b0179,200971,201996,1
b0180,202101,202556,1
b0181,202560,203348,1
b0182,203348,204496,1
b0183,204493,205089,1
b0184,205126,208608,1
b0185,208621,209580,1
b0186,209679,211820,1
b0187,211877,212266,1
b0188,212331,213629,1
b0189,213678,213932,-1
b4406,213925,214125,-1
b0190,214291,214836,1
b0191,214833,215255,1
b0192,215269,215979,1
b0193,216179,217003,-1
b0194,217057,218775,-1
b0195,218887,219594,-1
b0196,219591,219995,-1
b0197,220113,220928,-1
b0198,220968,221621,-1
b0199,221614,222645,-1
b0200,222833,223408,1
b0207,229167,229970,1
b0208,229967,230881,-1
b0209,231122,231922,1
b0210,231926,232549,1
b0211,232597,233955,-1
b0212,234027,234782,-1
b0213,234816,235538,1
b0214,235535,236002,-1
b0215,236067,236798,1
b0217,237335,238120,1
b4586,238257,238736,-1
b0218,238746,239102,-1
b4503,239106,239378,1
b0219,239419,240189,-1
b0220,240343,240816,1
b0221,240859,243303,-1
b0222,243543,244121,1
b0223,244327,245094,1
b0224,245065,245805,-1
b0225,245961,246239,-1
b0226,246242,246502,-1
b0227,246712,247461,1
b0228,247637,248134,1
b0229,248358,250070,-1
b0230,250072,250827,1
b0231,250898,251953,1
b0232,252005,252298,1
b0233,252301,252699,1
b0234,252709,253161,1
b0235,253479,253685,1
b0236,253702,254202,1
b0237,254259,255716,-1
b0238,255977,256435,1
b0239,256527,257771,1
b0240,257829,258230,1
b0241,258269,259324,-1
b0242,259612,260715,1
b0243,260727,261980,1
b4626,262374,262436,-1
b0245,262552,262893,-1
b0246,262914,263231,-1
